authors,text
2,"food and drinks are ok , and I can get a room with a TV , the only channel they do NOT have is espnit will not be as casual as a home but maybe move faster"
2,"Subject:RE: Fantasy Footballdutch,since there will be a plethora of college games televised than do we"
2,Subject:  RE: Fantasy Football   CAN WE VOTE ON OUR NEW ADDITION?   jody and the former 'less than zero star' are in...and i'm sure
2,Subject: RE: Fantasy Football   September 8th it is!  franchise players to be named by 8/31!
2,Subject: RE: Fantasy Football   Well it seems that Kevin has already done plenty of work on this.  I'm
2,Subject: Re: Fantasy Football   dan and i are in...probably bj as well.  bj and i are totally against
2,Subject: Fantasy Football   >
2,ok here it issettle was 3.22 and the offer is + 0.20
2,"Subject:Notional Quote RequestDutch,"
2,"John,"
2,Subject: Dutch:
2,Subject:Re: Superbowl PartyDrallion show is Feb 7 (thursday)I will give you your tix on Sunday
2,settles was 3.542bid is 3.515
2,"Subject:Andex VPPDutch,"
2,"Collin,I understand that you have been talking to the EOL people about being able to pull information from the databases"
2,Just wanted to let you know that i was thinking about youlove
2,yes I would like to be in the new Enron parking garage 
2,jerry is practicing his law talkdid not answer the question but gave a 500 word response
2,Subject:RE:Three
2,"Subject: RE:ok that is fine , I will give mark jerry's' balls , I just want a chance"
2,i had the first look at the graphs today and i am fine tuning a few things
2,Subject: RE:Thanks:
2,Subject:
2," From: ""Zerilli, Frank"" <fzerilli@POWERMERCHANTS.COM>@ENRON [mailto:IMCEANOTES-+22Zerilli+2C+20Frank+22+20+3Cfzerilli+40POWERMERCHANTS+2ECOM+3E+40ENRON@ENRON.com]"
2,Subject:fox-sports-nba-knicks[1].mov fox-sports-nba-knicks[1].mov
2,"Geoff , Here are the positions that jaron are willing to swap out of at this time."
2,"Subject:J Aron swap outs.Dutch,"
2,i am in the new building so let me get a new room ....will get back with you 
2,I am in 
2,"Subject:Re: seeing as mark won't answer my e-mails....i've got joe, mark, ernie, richard, cumrag (kevin), myself.anyone heard from lawyer-boy & quigley?"
2,Subject: Re: seeing as mark won't answer my e-mails....>>>Hook us up Ernie.  I would say that we should cap it at around
2,Subject:RE: Superbowl PartyCool.  What you want me to bring?
2,Subject:Superbowl Party>> Super Bowl XXXVI is Here
2,"oh , we might go to the UT game one Sat. so I am not sure if i could play or not on Sunday "
2,Subject:Re: seeing as mark won't answer my e-mails....golfing...
2,Subject: RE: seeing as mark won't answer my e-mails....> what is on sunday ?
2,Subject:  Re: seeing as mark won't answer my e-mails....>>    I thought we were all going somewhere on Sunday??? Mark???>
2,Subject: RE: seeing as mark won't answer my e-mails....>>>    > I am in. What day? What time? Where? Can we get out there early?
2,"i saw that too and i really appriciate the though on the unlimited golf but i really think i can just pay green fees and not spendthe money for ""the package"" b/c Friday i will not be able to play and i will only play twice i want you to be able to"
2,Subject:optionshere is a link to a golf package in Four Seasons Scottsdale- I ran airfare on Expedia and it's not too bad $220 per person roundtripthen I think the unlimited golf package runs $375 a nite - putting us at @$1600 for total package
2,My new cell phone # is 713-301-2530LOVE
2,we do not have that data 
2,"Subject:RE: Neural NetworksDutch, I need the bid/offer spread as well.  For each transaction, I need the prevailing bid/offer spread. Could you get that quickly?  I will wait for that right now. I am out tomorrow and would like to work on this on the weekend."
2,Subject:RE: Neural NetworksHere is the EOL information
2,"Subject:FW: Neural NetworksThis guy is working on an EOL project for me right now.  Can you send him a file with our EOL trades for today or yesterday with product, price, buy/sell, and timestamp but counterparty names deleted"
2,"Subject:RE: Neural NetworksJohn, just a reminder, please send a sample gapping data when you get a chance."
2," From: Arnold, John"
2,"Subject:FW: Beta Test User ID From: ""Rodriguez, Mildred"" <MRodriguez@NYMEX.com>@ENRON [mailto:IMCEANOTES-+22Rodriguez+2C+20Mildred+22+20+3CMRodriguez+40NYMEX+2Ecom+3E+40ENRON@ENRON.com]"
2,Subject:Beta Test User IDDear Mr. Arnold:
2,Subject:RE: EEX QuoteThanks - and thanks for letting my dad ask a few questions.
2,Subject:RE: EEX QuoteI have the mid on deal as 2.915Curve adjust -0.065
2,"Subject:EEX QuoteDutch,"
2,let me try this again what is your yahoo id 
2,"Subject:RE: haven't tried...will do so now...i am on msngr as well (AOL, MSN, Yahoo!...take your pick)"
2,Subject:is your net send working ?
2," From: ""Kevin"" <klyn@pdq.net>@ENRON [mailto:IMCEANOTES-+22Kevin+22+20+3Cklyn+40pdq+2Enet+3E+40ENRON@ENRON.com]"
2,"Subject:Texas Tailgate!Revised tailgating for Texas game.  Our grass  spot is by Cougar Den/Place (whatever the hell it is called).  If you are  walking toward the side of the stadium by our seats, you can't miss it.  We  will have a red canopy.  Plan on getting there around 4pm.  Call if  you have any questions."
2,Subject: Re: Superbowl Party>> So what's with all the rhyme> Do you have too much time?
2,Q settled 3.153cal 23.777
2,"nothing set i was thinking of just trying to walk onto herman or memorial or any coarse for that matter, i just want to play"
2,"KELLI,The strip settled 3.255"
2,"Subject:Notional Quote RequestDutch,"
2,I love you and do not worry about the car as long as you are okily
2,"that is the quandaryI have several people coming from different parts of Houston, I was hoping we had a pre-made one"
2,Subject:RE: map to EnronI can get one online for you ... Do you have a general direction or address of the starting point?
2,"Subject:map to EnronLaura,"
2,Subject: RE:
2,"Subject: RE:Hey Tori,"
2,i do not see these eveyday but when i do i will send it to youluv ya
2,Subject:Re:this was awesome- can i get one for today??
2,Subject: << OLE Object: Picture (Device Independent Bitmap) >>
2,i was in for golf but i do not want to watch ernie lust after jerry for 18 holes of golfcan i be an the other foursome please
2,Subject:RE:I'm in (I think).Note to Mark:  You are in 2nd place in the FFL beauty pageant behind Jerry.
2,"Subject:once again, how about some golf this weekend?  kevin's a whore."
2,Subject:RE: pls check vm from stephaniei'm sorry that i forgot to send you the msg in the first place ... good thing your vm light works because mine doesn't!!
2,"Subject:RE: pls check vm from stephaniei did , thnx"
2,Subject:pls check vm from stephanie
2,You can use the extra ticket that i bought for the UT vs UH gamedq
2,thnx 
2,"Subject:RE: Kobra-book << File: Gas-Financials-Trading2.kob >> Sorry, This is the correct one. Felipe"
2,"Ricardo,Thanks for the thought the other day."
2,"Subject:Re: Fwd: Chris Simms brings balance to the forcei have to say this is pretty funny.  won't happen causethe 'hornys will be down by 35 by the begining of the second half,"
2,if people do not want to play golf i suggest we all go to breakast or have lunch I would just like ot see and talk to everyone b/c you never know when we might not be able to
2,"Subject: just in case, i do not know how everyone feels about this but istill got 2 tee times at brock on saturday at 8:40 & 8:48.  let me"
2,"Kaye,Please send this to John Emert also"
2,"Subject:EEX QuoteDutch,"
2,that means i have to hit 50 %this is not the pro am bitch
2,Subject:Re: Re:your nuts...
2,Subject: RE: Re:> i have never counted but i would say around 5 on the first cut
2,http://home.ect.enron.com/dept/irfx/curves/
2,I just want you to know that i am sorry for everything that i have done KayI love you and i want to be your husband forever
2,"Honey,I paid those bills , we are closing up at noon today"
2,So how many fairways to keep the beaver ?And I can use an iron on 1 and 17
2," From: Coleman, Jacqueline"
2,Subject:Picnic reminderThe picnic is a on its way!  This is a family affair so bring your significant other and kids to enjoy the day. Because this is a family affair please remember to act and dress accordingly.
2,Click here: AOL Local Guide: Houston - What's Going On - Kingwood Cove Golf Course - Map   Here is a link to Mapquest showing Kingwood Cove.
2,Henry H Quigley2009 Gillette
2,yummmmmmmmmmmmmmmmmmmmmm 
2,Subject:I made cookies.  They are on the desk next to me if you want some. They are peanut butter.
2,"Purvi,I have not heard any major news on the ENE stock , we are all just watching it drop"
2,"Subject:RE: i need your help....Thanks for the info. I did do the Black Sholes exercise and got a different premium.  I'll have to research it more. Anyways, thanks again for your help.. by the way, what is going on with the stock price? I only have 10 more days to exercise!!!!!!!! aaaggghhhhh"
2,Subject:  i need your help....   I have this little project to do and i need a little help from you...   (since you are an expert in this field!!)
2,gas is back off 5 cents right now and longer term gas is off 6.5 centshe is there from 9 until 2 on sat
2,Subject:Re:yikes- I knew it- we put it off too long I think what time Sat are you going there-  I would like to go with youhope you are having a good one
2,Subject:Good morning Honey
2,"Purvi,Glad to see you working on some good stuff : )"
2,Subject:i need your help....I have this little project to do and i need a little help from you... (since you are an expert in this field!!)
2,  
2,"Subject:Kobra BookDutch,"
2,who in eol is pulling the plug ? 
2,"Subject:RE: EOL DatabaseDutch,I just want to follow up on this email that I sent you."
2,"Subject:RE: EOL DatabaseDutch,"
2,Subject:I saved the filelet me know if you have any questions
2,I am glad to hear that the move went well. I am sure that you will do great and that you will learn alot.I do not know if you got a hold of Kori or not but she has been here during the week and gone on the weekends.
2,"Subject:Hi Dutch--Hi Dutch--How are you doing? I am doing good. The move went very smoothly and I have already started at Teco. I am learning a lot !!! I don't have much time to talk right now, but I just wanted to ask you if you have seen Kori. I have tried calling her at work and at home for a few days now, and I haven't gotten in touch with her. I figured you would know if she was on vacation or something. She has my mail key and I needed her to check my mail for me. Thanks!!"
2,the price on the eol data that you have is the bid or the offer depending on if the trade is a buy or a sellwe buy is our bid and when we sell it is our offer
2,"Subject:RE: Neural NetworksOkay, you don't save them?  The price on E col, is that mid?"
2,Subject:RE: Neural Networkswe do not have that data
2,"Subject:RE: Neural NetworksDutch, I need the bid/offer spread as well.  For each transaction, I need the prevailing bid/offer spread. Could you get that quickly?  I will wait for that right now. I am out tomorrow and would like to work on this on the weekend."
2,Subject:RE: Neural NetworksHere is the EOL information
2,"Subject:FW: Neural NetworksThis guy is working on an EOL project for me right now.  Can you send him a file with our EOL trades for today or yesterday with product, price, buy/sell, and timestamp but counterparty names deleted"
2,"Subject:RE: Neural NetworksJohn, just a reminder, please send a sample gapping data when you get a chance."
2,i need a unlisted phone number plsDutch Quigley
2," From: ""Bachman, Paul"" <Paul.Bachman@gs.com>@ENRON"
2,"Subject:J Aron swap outs.Dutch,"
2,I LOVE YOU BABYdq
2,I LOVE YOU dq
2,i am out until next weds. will get back to you then 
2,me tootough day
2,"Subject:Re:I am having a tough time dealing with the realities of the conversationand realizing what I can change and what I cannot, it is just sad for me"
2,"Subject:thanks again for listening last night , I wish you the best today"
2,no prob 
2,Subject:Re: housethanks for keeping me in the loop today regarding our lotsince I know you must be very busy..
2,my offer is 3.005 based on a  settle of 3.033 and a volume adjustment of -0.046 
2,"Subject:Andex Partial UnwindDutch,"
2,ilydq
2,"All,Attached is the template for Annex B & B-1, along with the LC form for the captioned Counterparty's Omnibus Confirmation for Deal No. YK1853.1."
2,"Beth,Thought you should be in the loop with regard to this request --see my message below to the Credit folks."
2,"Subject:Pre-Petition Mutual Terminaition -- Termination AmountsTom or Veronica,"
2,"Craig,Brent has reviewed the Assignment and suggests that we use the ENA form of Assignment.  Reason being -- the last B of A deal (when using their document), which involved a similar scenario was abit confusing."
2,Subject: FW: assignment
2,"Laurie,This is a holiday week for people here -- as our Thanksgiving Day will be on Thursday, November 22nd."
2,Subject: RE: ISDA DocumentsImportance: High
2,"CindyPlease proceed with the immediate preparation of an Enron Corp. Guaranty, which guarantees ENA's obligations under an financial transaction with Fidelity Container Corporation, per the attached template."
2,"Frank,Pleae review attached Assignment sent by Craig Breslau."
2,Subject: FW: assignment
2,"Pat,Yes -- I would love to be included on the list for an alternative tour time."
2,"Subject: RE: Orientation Meeting -- January 14, 2002Susan,"
2,"Subject: Orientation Meeting -- January 14, 2002"
2,"John,Attached are the Demand Notes prepared for the following Project NOL vehicles:"
2,"Subject:Chiricahua NotesSusan, per your request.  Deb"
2,"Tanya,As you know, Anne Koehler has been negotiating a master agreement with CRRC over the past several months.  Currently, Anne is in NY @ an ISDA conference and will return to the office on Thursday, November 29th.  However, yesterday Laurie Orchard @ CRRC called inquiring as to the status of our review to their latest round of comments (some which were Credit in nature).  Laurie asked that I touch base with you to get your thoughts, so that when Anne returns on Thursday -- we will be closer to a final document form."
2,"CindyPlease proceed with the immediate preparation of an Enron Corp. Guaranty, along with a Certificate of Incumbency.  This Guaranty guarantees ENA's obligations under their financial transactions with Forest Oil Corpoartion, per the attached template."
2,We have received an executed financial Master Agreement:Type of Contract:ISDA Master Agreement (Multicurrency-Cross Border)
2,"Bianca,Please forward a list of the current financial trades on the books between ENA and PCS."
2,"Gentlemen,Attached is an electronic version of the ""proposed"" First Amendment to ISDA Master Agreement, which was directed by FED EX to Gareth Krauss @ Merced on October 11, 2001."
2,"Mr. Special,At Wendi Lebrocq's request, attached for your review is DRAFT of the proposed Confidentiality Agreement.  Please advise if all meets with your approval, so that executable versions of the agreement can be prepared."
2,"Guys,   We need to terminate this (unilaterally if possible, or if not, bilaterally) and move towards settlement now (it's better to move to settlement prior to a default which I believe will be on Monday).  Who is not being responsive? I'll track them down and get an answer if I have to. I think that we're too late for today, so let's do it in the morning."
2,Subject: FW: RMTCFYI
2,"Subject: Re: RMTCI have not heard back from wasaff. Unless rod feels otherwise, I would send the early termination. We are having major communication problems with wasaff and others."
2,Subject: RMTCI assume you haven't received an answer from RMTC?  Greg
2,"Since to bulk of these will be used for employees, I'd like to try and get 20-plus tickets through Deb---not hospitality ones. "
2,Subject:Big 12 Danny:
2,A;0042750;SPRSDNTN  ;014;008;N;Danny McCarty;Danny McCarty - (Approved);;@@@@@@@@@
2,A;0042661;PPRSDNTN  ;014;008;N;Danny McCarty;Danny McCarty - (Approved);;@@@@@@@@@
2, From: Ken Lay - Office of the Chairman
2,"Subject:Change of Control ProvisionsAs many of you know, I have a provision in my employment contract which provides for a payment of $20 million per year for the remaining term of my contract in the event of a change of control of Enron.  The merger with Dynegy, or a similar transaction with any other company, would trigger this provision on closing.  Assuming the merger with Dynegy is closed within 6-9 months, as we expect, this provision would entitle me to total payments of slightly more than $60 million."
2,"Dave,       I haven't heard anything about Pacer for quite some time.  Has there been any progress or have we dropped it?"
2,I love you. Cool is it not. --------------------------
2,"Kim and John,     I assumed that we'd moved away from that point in favor of the right to match.  Is that not the case?"
2,"Subject: RE: Agreement NEW LANGUAGE?Dan, are we no longer requiring a covenant re: not using the ROW for gas pipeline activity?"
2,Subject: RE: Agreement NEW LANGUAGE?
2,"Subject:        RE: Agreement NEW LANGUAGE? Thanks John.  For your convenience in reviewing the language, I have attached a redline copy that shows the changes that John made to our original language.  Regarding his changes:"
2,"Subject:        FW: Agreement NEW LANGUAGE? Importance:     High Here's John's response to the Right-to-Match language.  His client's main interest is in participating in the construction of new assets, which is the purpose of the last sentence.  This seems reasonable to me.  Dan suggested ten days response time, which John is agreeable to.  Please advise if we can work with this."
2,"Subject:        RE: Agreement NEW LANGUAGE? Importance:     High John- try this on for size...I haven't vetted it on my end yet, but see how"
2,Subject: Agreement  <<PSA v4 10-04-.doc>>
2,"SOOOO--Is it really too late to consider a disaster recovery site that would be safer than Ardmore in the event of flood, bio-terrorism, or other crazy attack, that would be marketable to other companies??  I think that this a question that one should ask one's self if one was just promoted to a lofty position of authority.Dan"
2,Subject: FW: business recovery questionI participate in the Southern Gas Association and am asked questions as related to IT topics.  If the early discussions you and I had regarding the provision of disaster recovery by ETS would have taken a different turn I could have provided an interesting answer to this one...
2,Subject: business recovery questionWe are doing our annual review of disaster/recovery procedures and
2, From: Enron Announcements/Corp/Enron@ENRON [mailto:IMCEANOTES-Enron+20Announcements_Corp_Enron+40ENRON@ENRON.com]  On Behalf Of Ken Lay- Chairman of the Board@ENRON
2,"Subject:SAVE THE DATE -- Enron Management Conference, November 14-16, 2001Mark your calendar.  The Enron Management Conference will be held Wednesday through Friday, Nov. 14-16, 2001, at the Westin La Cantera Resort in San Antonio, Texas."
2," From: Neubauer, Dave"
2,Subject:
2,"Brian,      Do we have the funds for this?  If so I'd like to proceed on this one.  What capacity do we have for PAA's for the rest of 2002?"
2,"Subject:PAA for Audrey RobertsonI would like to recommend a Personal Achievement Award for Audrey Robertson in the amount of $1000. Audrey has done a tremendous job the last several months in helping support several other groups in addition to her normal job duties. She has put forth a significant effort in performing administrative duties for the ETS Business Development and Facility Planning departments. Audrey has gone out of her way to provide daily assistance to these groups and I have received several notes indicating her exemplary performance. In addition, she helped coordinate the move for several groups to our new floors as well as plan a major customer meeting which had to be cancelled but was done in a manner resulting in no financial cost to Transwestern (saving us thousands of dollars)."
2,"John,    That is fine, but I'd also like to see current month to Plan as well, as this will be of particular interest next year."
2,Subject:Weekly Commercial Net Contribution SummaryImportance:High
2,"Rod,     I had approved an offsite Happy Hour for our Market Services Group following our string of emergencies (about a $2500-$3000 expenditure).  Considering everything that has happened, we're reviewing all costs, whether previously approved or not, and cutting where we can.  This is one that I don't think I should pull unless you feel strongly that I should.  Let me know your thoughts."
2," From: Scrimshaw, Matthew"
2,"Subject:Contact DetailsDan,"
2,"Kim and John,     I agree with Kim's second point.  I don't know how Ballentine's language works--there doesn't seem to be an offer and acceptance of anything specific.  I'd like to at least have a contract that has either been negotiated with the third party of the ability to negotiate it myself.  Can we clean this language up a little?"
2,"Subject:RE: Agreement NEW LANGUAGE?Thanks John.  For your convenience in reviewing the language, I have attached a redline copy that shows the changes that John made to our original language.  Regarding his changes:"
2,Subject:FW: Agreement NEW LANGUAGE?Importance:High
2,Subject:RE: Agreement NEW LANGUAGE?Importance:High
2,Subject: Agreement <<PSA v4 10-04-.doc>>
2,"Stan,     The teleconference today (with TCPL) held nothing really new.  We did agree not to bring in any other third parties, such as El Paso, at this time.  TCPL noted that they would be interested in a roles as the developer (and perhaps as the operator or some or all of the new line), and would also expect to be responsible for all Canadian legal and regulatory matters.  They acknowledged that we have more expertise in the areas of US rates and regulatory and legal, finance, commercial and marketing activities and would expect that we take the lead there.  We are working toward a first cut on a JV structure over the next two weeks."
2,"John,    Stan Babiuk of El Paso called again to express their interest in buying Sunniland.  How sure are you that this deal will happen?"
2,Subject:Alligator Alley Stock Sale Agreement << File: PSA v7 10-17.doc >>
2,"Drew,      The 2002 Transwestern fuel hedges were all done with ENA.  Currently those hedges are approximately $17.0m in the money.  Our ENA hedges would certainly be rejected by a Trustee in bankruptcy.  Since these were affiliate transactions, I would assume that these positions were all layed off to a non-Enron counterparty.  Is there a way that we can get assignment of the offsetting counterparty transactions?  If not, we could have a big hole for next year."
2,A;0042975;MPRSDNTN  ;014;008;N;Danny McCarty;Danny McCarty - (Approved);;@@@@@@@@@
2,"Kent,     If we do so, I would assume that the reasoning is based as much on pricing as it is on volumetrics.  What are Jo and Larry's views on the market at this point?"
2,"Subject:October Operational Storage PurchaseStan and Dan,"
2,"Eric,      FYI, I had my Assistant look back through call logs for the past ten weeks--John never called once.  I called him yesterday and left him a lengthy message and received no return call.  I called again today and received no return call.  You may have a good relationship with these guys, but I think that John may be a bit flaky and would question his veracity.  I'll try one more time, then I'll call it quits."
2,Okay--------------------------
2,A;0042976;OPRSDNTN  ;014;008;N;Danny McCarty;Danny McCarty - (Approved);;@@@@@@@@@
2,"Kent,     I understand your concern, but at this point, I may have to tell you who the ""right"" person is for the time being.  I am working the situation from this end and will advise you what needs to be done, why and when.   Whatever is done, I can assure you that your ""right"" choice to fill any position will be from within our group, and will make sense from an overall ETS Commercial perspective."
2,"Subject:Storage BusinessDanny,"
2,"Richard,       Thanks for checking in.  We are doing fine.  In fact, while Enron lost 4,000 of 7,000 people yesterday, I didn't lose any (gas has to flow, you know), but most of the people that I've brought up through the organization are gone.  I can't imagine that I'll need to layoff more than 6 or 7 people in the near future.  None of the pipes have filed Ch.11 and there are no plans to do so."
2,"Subject:checking inHey Danny,"
2,"Shelley,       I was thinking just revenue, but we can just as easily do O&M, too.  Which would you prefer?"
2,Subject:RE: I'll be at the meeting Friday.  Caroline tells me that it is strictly a revenue review - no O&M.   Do you want to go over just revenue with my team or both revenue/O&M?
2,"Subject:Shelley,       I haven't seen any invitation list for Friday's Plan Review with Stan yet, but we are up at 10:00 and will go until 1:00.  I'd like you to be in through the whole thing if possible.  After that, do you think that you and I should walk through the whole plan with the key people in your group (and maybe Steve's)?  Give me a call if you haven't received the Plan handouts by tomorrow.  Thanks."
2," From: Stark, Cindy"
2,Subject:RE: Withdrawn Partners Contact ListI like the way you think!
2,"Subject:RE: Withdrawn Partners Contact ListCindy,    No.  I'll give her mine and Eric's.  I fear that if she has Stan's, he'll get random calls that shouldn't rise to his level, and you'll lose control of your ability to screen his calls for priority."
2,Subject:RE: Withdrawn Partners Contact ListImportance:High
2,"Subject:FW: Withdrawn Partners Contact ListCindy,      I will handle and respond to the attached."
2,"Subject:Withdrawn Partners Contact ListHello,"
2,"Mary Kay,         I still haven't forgotten--I'm talking with Stan about the Lay/Frevert/Whalley meeting this afternoon, and I'll let you know."
2,"Mary Kay,       Just a bit of a heads up--It is looking like the Management Conference in November is being cancelled (probably to be rescheduled for after the first of the year).  We should hear something official in the next day or two."
2,"Greg,    I have no interest for ETS."
2,"Subject: DealBench in 2002As you know, we have an application in ENW called DealBench.  This application allows deal rooms, data rooms and auctions."
2,"Eric,    Do you have any ballpark idea about where an offer might come in?"
2,"Subject:ANNGTCTony + Kim,"
2,"Janet,      Yes, he will be returning as an Associate.  I don't think that Billy is coordinating this trip, but I'll check."
2,Subject:FW: Enron Houston VisitIs he returning as an Associate? Is Billy Lemmons coordinating his trip?---------------------- Forwarded by Janet R Dietrich/HOU/EES on 10/18/2001 10:06 AM ---------------------------
2,"Subject:FW: Enron Houston VisitJanet,       I'd like you to talk with Rafael if you have time.  He's at Columbia on an Enron loan through the Associate Pool.  He worked for Eric Gonzales in Spain and for me in EES Europe.  He's a very bright guy and would add a lot of value where ever he lands."
2,Subject:Enron Houston VisitHello Danny-
2," From: Gilbert, Steve"
2,"Subject:NNG Commercial ""Worry List for 2002""Per your request, attached is the 2002 ""Worry list for NNG Commercial."
2,"Cindy,    Check and see if PROFITX software is on Stan's computer (the icon will be on his windows screen).  If so, find out if he uses it and let Julie know.  Julie is trying to get it removed from a number of systems as the support for the software is $135.00/mo., and it is not a critical tool for us.  Thanks."
2,"Larry,       At what point do we consider taking off the '02 hedges?  Is that a game we should play or not? What is your view of market for '01 and '02?"
2,"Mary Kay,       The decision couldn't have been better if we had written it ourselves---another BIG success to add to your 2001 list."
2,"Stan,    I have it on good authority that Dynegy is making a run at Bob Hayes. My guess is that Bob will call you or me to discuss his status sometime today."
2,"Janet,       I'd like you to talk with Rafael if you have time.  He's at Columbia on an Enron loan through the Associate Pool.  He worked for Eric Gonzales in Spain and for me in EES Europe.  He's a very bright guy and would add a lot of value where ever he lands."
2,Subject:Enron Houston VisitHello Danny-
2,ok
2,"Subject: RE: Agreement NEW LANGUAGE?Dan,  I had drafted language which included both non-compete and right-to-match requirements for John's review.  John rejected the non-compete but accepted the right-to-match, which is ok with me.  I think the non-compete would be too much of an encumbrance and possibly a deal killer if we pushed for it."
2,"Subject: RE: Agreement NEW LANGUAGE?Kim and John,"
2,"Subject: RE: Agreement NEW LANGUAGE?Dan, are we no longer requiring a covenant re: not using the ROW for gas pipeline activity?"
2,Subject: RE: Agreement NEW LANGUAGE?
2,"Subject:        RE: Agreement NEW LANGUAGE? Thanks John.  For your convenience in reviewing the language, I have attached a redline copy that shows the changes that John made to our original language.  Regarding his changes:"
2,"Subject:        FW: Agreement NEW LANGUAGE? Importance:     High Here's John's response to the Right-to-Match language.  His client's main interest is in participating in the construction of new assets, which is the purpose of the last sentence.  This seems reasonable to me.  Dan suggested ten days response time, which John is agreeable to.  Please advise if we can work with this."
2,"Subject:        RE: Agreement NEW LANGUAGE? Importance:     High John- try this on for size...I haven't vetted it on my end yet, but see how"
2,Subject: Agreement  <<PSA v4 10-04-.doc>>
2,"Pat,   Thanks.  I appreciate the input. Let me know if anything pertaining to the specific routing of the line begins to bubble up."
2,Subject:Alaska pipeline hearingDanny -
2,"John,     Just one suggestion. I think it's still unclear as to why we needed to file CH.11.  In the first paragraph, final sentence, could we change it to read ""These actions were necessary to ensure that our loans would not be called by the banks due to the cross defaults, and to preserve the value in our core energy business""."
2,"Subject:ETS Employee LetterGary Smith and I developed the attached, draft letter to employees.  Your review and comments would be appreciated."
2,"Eric,      Bob will be reporting into the Asset Development Group (which is you), but as you well know--we tend to blur alot of lines around here.  It is important to TCPL and all of the others to know that Bob does have direct access to Stan and me.  This is consistent with what Bill had originally talked to Bob about.  Okay?"
2,"Subject:FW: call with Paul MacGregorDanny,"
2,"Subject:call with Paul MacGregorThis afternoon I called Paul to let him know that I am getting involved with the A to B Alaskan activities on behalf of Enron, not Northern Border.  He was ok with my involvement and will let Tony Palmer and Dennis McConaghy know.  He asked if you were remaining involved and I said yes that I would report to you on this project.  He asked me to let you know that he has a call into you regarding getting the joint development agreement going on the B to C line.  Bob Hill"
2,"Cindy,     For what it's worth, I am quite opposed to going forward with the Enron Christmas Party as planned.  With as much negative press as we've gotten, we are assured that the local TV stations and the Chronicle will cover it, and will put the ""lavish"" affair in the worst light possible.  Can't we stop it now??"
2,See if you can figure out how to get into this??Dan
2,Subject:Request Submitted: Access Request for shelley.corman@enron.comYou have received this email because the requester specified you as their Manager. Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000078084&Page=Approval to review and act upon this request.
2,But that allows all parties to game the system rather than to bid the capacity at a value that is compatible with the individual party's economics.  Or does FERC not see that as a driver (values at which a willing buyer and a willing seller would transact).  This would always put a Seller at a disadvantage. 
2,"Subject:RE: Settlement OfferI agree it uses an interactive tool, ie  hottap, but I feel what FERC wants is interactive bidding on the posted capacity, so that all have a chance to see others bids and anti up their bid-  EOL doesn't allow that-  MK"
2,"Subject:RE: Settlement OfferBut isn't that exactly what ""interactive"" means??"
2,"Subject:RE: Settlement OfferI don't think we can call EOL an interactive open season, since once clicked it is sold-"
2,"Subject:RE: Settlement OfferDrew, We need to be careful that we do not provide a marketing affiliate advanced information on capacity availability through EOL.  Joe"
2,"Subject:RE: Settlement OfferSteve, do you see a problem with using EOL as the IOS process for the operational capacity deals?  I don't propose that we get into this level of detail with Staff at this time, but if they like the overall proposal, at some point we'll need to let them know that what we mean by IOS is the EOL process.  (I don't see why we'd have to design a new IOS from scratch if EOL works fine)  Is anyone nervous that the idea of using EOL as part of our capacity posting and sales process will make it harder to sell a settlement to the Indicated Shippers?"
2,"Subject:RE: Settlement OfferI am OK with this but with one note. The interactive open season (IOS) mentioned in 1.b. will most likely utilize Enron Online going forward. The current IOS process is no longer available because of system changes. Therefore, any new IOS system will cost us some investment($?)."
2,Subject:Settlement OfferSuggested revisions.
2,"Cindy,    This was the official response on whether the Enron Field Christmas Party would be cancelled.  Let Stan know as well."
2,Subject: Re: Danny I recommended on monday we cancel it ....ken agreed yesterday.
2," From: McCarty, Danny"
2,"Subject:Eric,      I thought you had talked to Susan about covering for Julie on Friday afternoons.  She needs to know that ""covering"" means she needs to stay beyond 3:40 (at least until close of business), which is when she rushed out on Friday.  I had phones shifted over to Audrey after I got a call from Cindy looking to find Julie or me.  If you haven't talked with her, I will I'd you'd prefer."
2,"Guys,     Several of our people have PROFITEX installed on their computers at a monthly rate of $135/mo S. Harris, K. Miller, S. Neville, R. Cabrera, R. Preston, R. Paladino, J. Prichard, L. Pavlou).  If it is not necessary for the performance of their jobs, have the service terminated for the respective user.  Thanks."
2,"Steve,      I'd like to get one of the blackberry wireless handhelds.  How can I get one?"
2,Message received. Thanks. --------------------------
2,--------------------------Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)
2,"Subject: ISDA's with ENADave,   FYI. I am still uncomfortable doing anything with NNG's swaps until someone can tell me who the swaps are with, who the confirms are with, what underlying contracts are being terminated, and what are the ramifications of the termination. Until we can answer these questions, we cannot terminate anything. How can we get these answers?"
2,"Stan,     Take a quick glance at this."
2,"Eric,     I thought we were moving towards limiting the reference to the Withdrawn Partners solely to the attempt to reconstitute the old Partnership, by a simple modification to Paragraph 1.  I think it's still pretty fuzzy, don't you?  What was wrong with Duke's proposed changes?"
2,It's up to you now.
2,"Subject: RE: Net Works Organizational AnnouncementMark,"
2,"Subject: Net Works Organizational AnnouncementStan/Danny,"
2,"Rod,     FYI---Let's discuss."
